consumer_id,seq_len,product_type_ids,material_ids,size_ids,section_ids,gender_id,age_bin_id,country_id,label_id,product_type_id_t,transaction_date_t
c_799,4,"[6, 6, 5, 1]","[5, 2, 2, 5]","[5, 5, 4, 4]","[1, 2, 2, 3]",0,2,2,3,3,2021-12-04
c_799,5,"[6, 6, 5, 1, 3]","[5, 2, 2, 5, 4]","[5, 5, 4, 4, 21]","[1, 2, 2, 3, 3]",0,2,2,2,6,2021-12-06
c_799,6,"[6, 6, 5, 1, 3, 6]","[5, 2, 2, 5, 4, 2]","[5, 5, 4, 4, 21, 6]","[1, 2, 2, 3, 3, 3]",0,2,2,2,1,2021-12-30
c_799,7,"[6, 6, 5, 1, 3, 6, 1]","[5, 2, 2, 5, 4, 2, 7]","[5, 5, 4, 4, 21, 6, 5]","[1, 2, 2, 3, 3, 3, 3]",0,2,2,0,4,2022-02-23
c_803,1,[4],[1],[3],[3],0,4,2,0,3,2021-06-27
c_803,2,"[4, 3]","[1, 6]","[3, 13]","[3, 3]",0,4,2,0,6,2021-09-21
c_803,3,"[4, 3, 6]","[1, 6, 7]","[3, 13, 3]","[3, 3, 1]",0,4,2,0,5,2021-12-12
c_804,1,[5],[2],[4],[3],0,3,1,2,2,2021-04-11
c_804,2,"[5, 2]","[2, 5]","[4, 5]","[3, 1]",0,3,1,2,5,2021-07-09
c_805,1,[2],[7],[6],[1],0,0,1,0,2,2022-03-07
c_805,2,"[2, 2]","[7, 7]","[6, 6]","[1, 1]",0,0,1,1,2,2022-04-18
c_805,3,"[2, 2, 2]","[7, 7, 7]","[6, 6, 6]","[1, 1, 1]",0,0,1,2,5,2022-05-20
c_805,4,"[2, 2, 2, 5]","[7, 7, 7, 2]","[6, 6, 6, 6]","[1, 1, 1, 3]",0,0,1,2,3,2022-08-16
c_806,1,[3],[6],[14],[3],2,0,0,0,5,2021-09-24
c_806,2,"[3, 5]","[6, 7]","[14, 3]","[3, 1]",2,0,0,0,2,2021-10-20
c_806,3,"[3, 5, 2]","[6, 7, 5]","[14, 3, 3]","[3, 1, 2]",2,0,0,2,3,2021-11-30
c_806,4,"[3, 5, 2, 3]","[6, 7, 5, 6]","[14, 3, 3, 15]","[3, 1, 2, 3]",2,0,0,3,6,2022-02-12
c_806,5,"[3, 5, 2, 3, 6]","[6, 7, 5, 6, 7]","[14, 3, 3, 15, 2]","[3, 1, 2, 3, 2]",2,0,0,0,1,2022-05-02
c_806,6,"[3, 5, 2, 3, 6, 1]","[6, 7, 5, 6, 7, 5]","[14, 3, 3, 15, 2, 2]","[3, 1, 2, 3, 2, 1]",2,0,0,1,5,2022-05-14
c_807,1,[1],[5],[7],[1],2,4,0,1,6,2021-12-02
c_807,2,"[1, 6]","[5, 2]","[7, 7]","[1, 3]",2,4,0,1,5,2021-12-07
c_807,3,"[1, 6, 5]","[5, 2, 5]","[7, 7, 7]","[1, 3, 2]",2,4,0,0,1,2022-02-16
c_807,4,"[1, 6, 5, 1]","[5, 2, 5, 5]","[7, 7, 7, 7]","[1, 3, 2, 1]",2,4,0,3,3,2022-02-20
c_807,5,"[1, 6, 5, 1, 3]","[5, 2, 5, 5, 6]","[7, 7, 7, 7, 27]","[1, 3, 2, 1, 3]",2,4,0,2,1,2022-05-11
c_809,1,[1],[7],[4],[2],1,5,2,1,6,2022-03-12
c_809,2,"[1, 6]","[7, 2]","[4, 4]","[2, 1]",1,5,2,1,2,2022-06-07
c_809,3,"[1, 6, 2]","[7, 2, 5]","[4, 4, 4]","[2, 1, 1]",1,5,2,1,2,2022-07-15
c_809,4,"[1, 6, 2, 2]","[7, 2, 5, 5]","[4, 4, 4, 4]","[2, 1, 1, 1]",1,5,2,1,1,2022-08-15
c_809,5,"[1, 6, 2, 2, 1]","[7, 2, 5, 5, 7]","[4, 4, 4, 4, 4]","[2, 1, 1, 1, 1]",1,5,2,3,2,2022-10-03
c_81,1,[2],[3],[3],[3],0,1,0,0,4,2021-08-12
c_81,2,"[2, 4]","[3, 7]","[3, 2]","[3, 1]",0,1,0,2,4,2021-10-16
c_81,3,"[2, 4, 4]","[3, 7, 7]","[3, 2, 3]","[3, 1, 2]",0,1,0,0,2,2021-10-30
c_81,4,"[2, 4, 4, 2]","[3, 7, 7, 8]","[3, 2, 3, 3]","[3, 1, 2, 2]",0,1,0,2,6,2021-12-15
c_810,1,[1],[5],[7],[1],0,3,0,0,1,2021-09-11
c_810,2,"[1, 1]","[5, 5]","[7, 5]","[1, 2]",0,3,0,0,3,2021-09-28
c_810,3,"[1, 1, 3]","[5, 5, 4]","[7, 5, 22]","[1, 2, 3]",0,3,0,2,6,2021-12-20
c_810,4,"[1, 1, 3, 6]","[5, 5, 4, 7]","[7, 5, 22, 6]","[1, 2, 3, 2]",0,3,0,0,4,2022-02-15
c_810,5,"[1, 1, 3, 6, 4]","[5, 5, 4, 7, 8]","[7, 5, 22, 6, 5]","[1, 2, 3, 2, 1]",0,3,0,2,5,2022-02-26
c_810,6,"[1, 1, 3, 6, 4, 5]","[5, 5, 4, 7, 8, 2]","[7, 5, 22, 6, 5, 7]","[1, 2, 3, 2, 1, 2]",0,3,0,2,5,2022-03-01
c_811,1,[5],[7],[4],[1],0,4,0,0,6,2022-01-19
c_811,2,"[5, 6]","[7, 2]","[4, 4]","[1, 2]",0,4,0,2,4,2022-01-28
c_812,1,[4],[1],[5],[2],1,6,1,3,1,2021-07-05
c_812,2,"[4, 1]","[1, 5]","[5, 5]","[2, 3]",1,6,1,1,5,2021-09-26
c_812,3,"[4, 1, 5]","[1, 5, 7]","[5, 5, 5]","[2, 3, 1]",1,6,1,0,3,2021-12-17
c_813,1,[6],[2],[6],[2],0,0,2,0,3,2021-08-03
c_813,2,"[6, 3]","[2, 7]","[6, 24]","[2, 1]",0,0,2,0,3,2021-09-26
c_813,3,"[6, 3, 3]","[2, 7, 6]","[6, 24, 24]","[2, 1, 2]",0,0,2,2,2,2021-10-11
c_813,4,"[6, 3, 3, 2]","[2, 7, 6, 8]","[6, 24, 24, 7]","[2, 1, 2, 1]",0,0,2,0,3,2021-11-18
c_813,5,"[6, 3, 3, 2, 3]","[2, 7, 6, 8, 4]","[6, 24, 24, 7, 23]","[2, 1, 2, 1, 1]",0,0,2,1,2,2022-01-01
c_813,6,"[6, 3, 3, 2, 3, 2]","[2, 7, 6, 8, 4, 8]","[6, 24, 24, 7, 23, 6]","[2, 1, 2, 1, 1, 2]",0,0,2,2,6,2022-01-22
c_814,1,[1],[7],[6],[2],1,4,1,0,2,2022-04-06
c_814,2,"[1, 2]","[7, 5]","[6, 6]","[2, 2]",1,4,1,2,3,2022-05-19
c_814,3,"[1, 2, 3]","[7, 5, 6]","[6, 6, 24]","[2, 2, 3]",1,4,1,2,2,2022-07-10
c_814,4,"[1, 2, 3, 2]","[7, 5, 6, 3]","[6, 6, 24, 7]","[2, 2, 3, 2]",1,4,1,0,6,2022-09-24
c_814,5,"[1, 2, 3, 2, 6]","[7, 5, 6, 3, 5]","[6, 6, 24, 7, 6]","[2, 2, 3, 2, 3]",1,4,1,3,6,2022-11-20
c_814,6,"[1, 2, 3, 2, 6, 6]","[7, 5, 6, 3, 5, 5]","[6, 6, 24, 7, 6, 6]","[2, 2, 3, 2, 3, 2]",1,4,1,2,2,2023-02-05
c_815,1,[2],[7],[5],[2],1,2,0,2,5,2021-12-29
c_815,2,"[2, 5]","[7, 7]","[5, 4]","[2, 1]",1,2,0,3,2,2022-02-09
c_816,1,[5],[2],[5],[3],2,2,3,1,2,2021-06-07
c_816,2,"[5, 2]","[2, 8]","[5, 6]","[3, 1]",2,2,3,2,4,2021-06-09
c_816,3,"[5, 2, 4]","[2, 8, 1]","[5, 6, 5]","[3, 1, 1]",2,2,3,1,6,2021-08-31
c_817,1,[1],[7],[4],[1],2,2,3,3,5,2021-11-13
c_817,2,"[1, 5]","[7, 2]","[4, 4]","[1, 3]",2,2,3,1,2,2022-01-16
c_817,3,"[1, 5, 2]","[7, 2, 5]","[4, 4, 4]","[1, 3, 2]",2,2,3,2,4,2022-02-25
c_817,4,"[1, 5, 2, 4]","[7, 2, 5, 1]","[4, 4, 4, 4]","[1, 3, 2, 1]",2,2,3,0,2,2022-03-13
c_818,1,[1],[3],[5],[2],1,5,1,3,4,2021-10-05
c_818,2,"[1, 4]","[3, 7]","[5, 6]","[2, 1]",1,5,1,0,4,2021-10-26
c_818,3,"[1, 4, 4]","[3, 7, 1]","[5, 6, 5]","[2, 1, 1]",1,5,1,0,1,2021-12-26
c_818,4,"[1, 4, 4, 1]","[3, 7, 1, 3]","[5, 6, 5, 5]","[2, 1, 1, 2]",1,5,1,2,2,2022-01-30
c_82,1,[3],[6],[13],[3],0,6,0,0,1,2021-07-09
c_82,2,"[3, 1]","[6, 5]","[13, 3]","[3, 2]",0,6,0,0,6,2021-08-26
c_82,3,"[3, 1, 6]","[6, 5, 2]","[13, 3, 2]","[3, 2, 1]",0,6,0,0,3,2021-09-12
c_82,4,"[3, 1, 6, 3]","[6, 5, 2, 7]","[13, 3, 2, 13]","[3, 2, 1, 3]",0,6,0,0,3,2021-11-27
c_820,1,[3],[6],[20],[2],0,4,3,3,6,2021-08-30
c_820,2,"[3, 6]","[6, 2]","[20, 5]","[2, 3]",0,4,3,2,4,2021-10-01
c_820,3,"[3, 6, 4]","[6, 2, 7]","[20, 5, 5]","[2, 3, 1]",0,4,3,2,6,2021-10-29
c_820,4,"[3, 6, 4, 6]","[6, 2, 7, 7]","[20, 5, 5, 6]","[2, 3, 1, 2]",0,4,3,0,5,2021-11-17
c_821,1,[4],[7],[3],[3],2,5,0,0,1,2021-12-30
c_821,2,"[4, 1]","[7, 7]","[3, 3]","[3, 3]",2,5,0,3,1,2022-03-19
c_821,3,"[4, 1, 1]","[7, 7, 5]","[3, 3, 3]","[3, 3, 1]",2,5,0,0,6,2022-04-26
c_821,4,"[4, 1, 1, 6]","[7, 7, 5, 7]","[3, 3, 3, 2]","[3, 3, 1, 1]",2,5,0,1,5,2022-05-13
c_821,5,"[4, 1, 1, 6, 5]","[7, 7, 5, 7, 2]","[3, 3, 3, 2, 3]","[3, 3, 1, 1, 2]",2,5,0,0,2,2022-07-13
c_822,1,[4],[7],[4],[2],1,6,2,0,5,2021-10-24
c_822,2,"[4, 5]","[7, 7]","[4, 4]","[2, 1]",1,6,2,0,6,2021-11-23
c_822,3,"[4, 5, 6]","[7, 7, 7]","[4, 4, 4]","[2, 1, 2]",1,6,2,3,4,2021-12-31
c_822,4,"[4, 5, 6, 4]","[7, 7, 7, 8]","[4, 4, 4, 5]","[2, 1, 2, 3]",1,6,2,2,5,2022-03-27
c_822,5,"[4, 5, 6, 4, 5]","[7, 7, 7, 8, 2]","[4, 4, 4, 5, 4]","[2, 1, 2, 3, 2]",1,6,2,3,4,2022-06-16
c_827,1,[1],[5],[6],[2],1,0,2,0,5,2022-01-12
c_827,2,"[1, 5]","[5, 7]","[6, 5]","[2, 2]",1,0,2,2,4,2022-01-28
c_827,3,"[1, 5, 4]","[5, 7, 8]","[6, 5, 6]","[2, 2, 2]",1,0,2,2,2,2022-02-10
c_827,4,"[1, 5, 4, 2]","[5, 7, 8, 5]","[6, 5, 6, 5]","[2, 2, 2, 3]",1,0,2,0,1,2022-03-03
c_827,5,"[1, 5, 4, 2, 1]","[5, 7, 8, 5, 5]","[6, 5, 6, 5, 4]","[2, 2, 2, 3, 2]",1,0,2,0,4,2022-05-04
c_827,6,"[1, 5, 4, 2, 1, 4]","[5, 7, 8, 5, 5, 7]","[6, 5, 6, 5, 4, 4]","[2, 2, 2, 3, 2, 2]",1,0,2,2,5,2022-06-09
c_827,7,"[1, 5, 4, 2, 1, 4, 5]","[5, 7, 8, 5, 5, 7, 2]","[6, 5, 6, 5, 4, 4, 5]","[2, 2, 2, 3, 2, 2, 3]",1,0,2,2,5,2022-06-19
c_83,1,[3],[6],[20],[2],0,3,3,0,1,2022-01-09
c_83,2,"[3, 1]","[6, 7]","[20, 5]","[2, 2]",0,3,3,1,3,2022-03-30
c_83,3,"[3, 1, 3]","[6, 7, 7]","[20, 5, 21]","[2, 2, 3]",0,3,3,3,4,2022-04-13
c_830,1,[3],[4],[18],[3],1,3,0,2,6,2022-02-16
c_830,2,"[3, 6]","[4, 2]","[18, 5]","[3, 1]",1,3,0,2,1,2022-05-16
c_830,3,"[3, 6, 1]","[4, 2, 3]","[18, 5, 4]","[3, 1, 2]",1,3,0,2,6,2022-06-08
c_830,4,"[3, 6, 1, 6]","[4, 2, 3, 5]","[18, 5, 4, 5]","[3, 1, 2, 1]",1,3,0,1,2,2022-08-20
c_830,5,"[3, 6, 1, 6, 2]","[4, 2, 3, 5, 5]","[18, 5, 4, 5, 4]","[3, 1, 2, 1, 3]",1,3,0,1,1,2022-10-13
c_831,1,[5],[2],[2],[3],1,2,1,1,4,2021-11-17
c_831,2,"[5, 4]","[2, 8]","[2, 3]","[3, 3]",1,2,1,1,4,2021-12-22
c_831,3,"[5, 4, 4]","[2, 8, 7]","[2, 3, 3]","[3, 3, 2]",1,2,1,1,4,2022-01-31
c_833,1,[2],[7],[4],[2],2,5,0,0,5,2022-03-29
c_833,2,"[2, 5]","[7, 2]","[4, 4]","[2, 2]",2,5,0,2,4,2022-06-15
c_834,1,[6],[7],[5],[2],1,3,0,3,2,2021-06-15
c_835,1,[4],[1],[3],[1],0,5,3,0,4,2022-02-19
c_835,2,"[4, 4]","[1, 1]","[3, 3]","[1, 3]",0,5,3,3,5,2022-04-27
c_835,3,"[4, 4, 5]","[1, 1, 2]","[3, 3, 3]","[1, 3, 3]",0,5,3,0,5,2022-07-14
c_835,4,"[4, 4, 5, 5]","[1, 1, 2, 5]","[3, 3, 3, 3]","[1, 3, 3, 1]",0,5,3,0,5,2022-09-30
c_836,1,[2],[8],[3],[3],2,1,0,1,2,2021-09-04
c_836,2,"[2, 2]","[8, 5]","[3, 4]","[3, 2]",2,1,0,0,1,2021-11-09
c_836,3,"[2, 2, 1]","[8, 5, 7]","[3, 4, 4]","[3, 2, 1]",2,1,0,0,6,2021-11-25
c_838,1,[2],[7],[4],[1],1,3,1,2,5,2021-11-18
c_838,2,"[2, 5]","[7, 7]","[4, 5]","[1, 3]",1,3,1,0,1,2022-01-06
c_838,3,"[2, 5, 1]","[7, 7, 7]","[4, 5, 3]","[1, 3, 3]",1,3,1,1,6,2022-01-28
c_838,4,"[2, 5, 1, 6]","[7, 7, 7, 2]","[4, 5, 3, 4]","[1, 3, 3, 2]",1,3,1,3,3,2022-02-12
c_838,5,"[2, 5, 1, 6, 3]","[7, 7, 7, 2, 6]","[4, 5, 3, 4, 19]","[1, 3, 3, 2, 3]",1,3,1,2,5,2022-05-01
c_838,6,"[2, 5, 1, 6, 3, 5]","[7, 7, 7, 2, 6, 5]","[4, 5, 3, 4, 19, 5]","[1, 3, 3, 2, 3, 2]",1,3,1,0,1,2022-07-24
c_839,1,[2],[5],[4],[2],1,2,3,1,5,2021-08-10
c_839,2,"[2, 5]","[5, 2]","[4, 4]","[2, 3]",1,2,3,3,1,2021-10-15
c_839,3,"[2, 5, 1]","[5, 2, 5]","[4, 4, 3]","[2, 3, 1]",1,2,3,2,1,2021-12-17
c_84,1,[2],[5],[7],[3],1,3,1,1,3,2022-03-18
c_84,2,"[2, 3]","[5, 7]","[7, 26]","[3, 1]",1,3,1,0,1,2022-03-28
c_84,3,"[2, 3, 1]","[5, 7, 6]","[7, 26, 6]","[3, 1, 1]",1,3,1,0,1,2022-05-20
c_84,4,"[2, 3, 1, 1]","[5, 7, 6, 7]","[7, 26, 6, 5]","[3, 1, 1, 2]",1,3,1,2,1,2022-06-20
c_842,1,[4],[7],[3],[3],0,3,2,0,5,2021-11-25
c_842,2,"[4, 5]","[7, 7]","[3, 3]","[3, 1]",0,3,2,0,2,2021-12-10
c_842,3,"[4, 5, 2]","[7, 7, 7]","[3, 3, 3]","[3, 1, 3]",0,3,2,2,5,2022-02-12
c_843,1,[2],[5],[4],[3],0,4,3,0,2,2022-03-01
c_843,2,"[2, 2]","[5, 5]","[4, 4]","[3, 2]",0,4,3,3,5,2022-04-28
c_843,3,"[2, 2, 5]","[5, 5, 7]","[4, 4, 3]","[3, 2, 3]",0,4,3,0,3,2022-06-14
c_844,1,[4],[1],[7],[3],1,3,3,0,3,2021-03-26
c_844,2,"[4, 3]","[1, 6]","[7, 27]","[3, 2]",1,3,3,1,6,2021-04-15
c_844,3,"[4, 3, 6]","[1, 6, 2]","[7, 27, 7]","[3, 2, 3]",1,3,3,2,4,2021-07-13
c_844,4,"[4, 3, 6, 4]","[1, 6, 2, 1]","[7, 27, 7, 7]","[3, 2, 3, 1]",1,3,3,1,6,2021-07-24
c_844,5,"[4, 3, 6, 4, 6]","[1, 6, 2, 1, 7]","[7, 27, 7, 7, 7]","[3, 2, 3, 1, 2]",1,3,3,3,5,2021-10-10
c_844,6,"[4, 3, 6, 4, 6, 5]","[1, 6, 2, 1, 7, 7]","[7, 27, 7, 7, 7, 7]","[3, 2, 3, 1, 2, 2]",1,3,3,1,3,2021-12-09
c_844,7,"[4, 3, 6, 4, 6, 5, 3]","[1, 6, 2, 1, 7, 7, 6]","[7, 27, 7, 7, 7, 7, 27]","[3, 2, 3, 1, 2, 2, 2]",1,3,3,0,1,2022-01-17
c_845,1,[4],[1],[5],[1],0,5,2,1,6,2021-07-15
c_845,2,"[4, 6]","[1, 2]","[5, 6]","[1, 1]",0,5,2,2,4,2021-10-10
c_848,1,[5],[2],[6],[1],1,3,3,0,4,2021-06-18
c_848,2,"[5, 4]","[2, 7]","[6, 5]","[1, 2]",1,3,3,3,1,2021-06-28
c_848,3,"[5, 4, 1]","[2, 7, 5]","[6, 5, 6]","[1, 2, 2]",1,3,3,1,5,2021-08-09
c_848,4,"[5, 4, 1, 5]","[2, 7, 5, 7]","[6, 5, 6, 5]","[1, 2, 2, 2]",1,3,3,1,4,2021-08-21
c_848,5,"[5, 4, 1, 5, 4]","[2, 7, 5, 7, 1]","[6, 5, 6, 5, 5]","[1, 2, 2, 2, 3]",1,3,3,1,6,2021-10-17
c_848,6,"[5, 4, 1, 5, 4, 6]","[2, 7, 5, 7, 1, 5]","[6, 5, 6, 5, 5, 5]","[1, 2, 2, 2, 3, 3]",1,3,3,1,2,2021-11-12
c_848,7,"[5, 4, 1, 5, 4, 6, 2]","[2, 7, 5, 7, 1, 5, 7]","[6, 5, 6, 5, 5, 5, 5]","[1, 2, 2, 2, 3, 3, 2]",1,3,3,0,3,2022-02-05
c_848,8,"[5, 4, 1, 5, 4, 6, 2, 3]","[2, 7, 5, 7, 1, 5, 7, 6]","[6, 5, 6, 5, 5, 5, 5, 22]","[1, 2, 2, 2, 3, 3, 2, 2]",1,3,3,0,2,2022-02-28
c_849,1,[2],[8],[7],[2],0,4,2,0,4,2021-12-06
c_849,2,"[2, 4]","[8, 1]","[7, 6]","[2, 1]",0,4,2,0,3,2021-12-07
c_849,3,"[2, 4, 3]","[8, 1, 6]","[7, 6, 25]","[2, 1, 2]",0,4,2,2,6,2021-12-14
c_849,4,"[2, 4, 3, 6]","[8, 1, 6, 2]","[7, 6, 25, 6]","[2, 1, 2, 3]",0,4,2,0,6,2022-01-11
c_85,1,[4],[7],[5],[2],1,6,1,1,2,2022-04-23
c_85,2,"[4, 2]","[7, 5]","[5, 5]","[2, 3]",1,6,1,2,2,2022-05-07
c_85,3,"[4, 2, 2]","[7, 5, 5]","[5, 5, 6]","[2, 3, 1]",1,6,1,1,4,2022-06-11
c_85,4,"[4, 2, 2, 4]","[7, 5, 5, 8]","[5, 5, 6, 5]","[2, 3, 1, 1]",1,6,1,1,3,2022-08-30
c_85,5,"[4, 2, 2, 4, 3]","[7, 5, 5, 8, 6]","[5, 5, 6, 5, 20]","[2, 3, 1, 1, 3]",1,6,1,0,6,2022-09-27
c_85,6,"[4, 2, 2, 4, 3, 6]","[7, 5, 5, 8, 6, 5]","[5, 5, 6, 5, 20, 4]","[2, 3, 1, 1, 3, 2]",1,6,1,1,5,2022-11-25
c_85,7,"[4, 2, 2, 4, 3, 6, 5]","[7, 5, 5, 8, 6, 5, 2]","[5, 5, 6, 5, 20, 4, 5]","[2, 3, 1, 1, 3, 2, 2]",1,6,1,1,2,2022-11-29
c_850,1,[3],[6],[26],[1],1,5,1,1,4,2022-03-01
c_850,2,"[3, 4]","[6, 7]","[26, 6]","[1, 2]",1,5,1,2,5,2022-03-06
c_851,1,[6],[2],[5],[3],1,0,0,1,1,2021-05-05
c_851,2,"[6, 1]","[2, 5]","[5, 6]","[3, 2]",1,0,0,1,1,2021-05-26
c_851,3,"[6, 1, 1]","[2, 5, 7]","[5, 6, 6]","[3, 2, 1]",1,0,0,0,1,2021-07-30
c_851,4,"[6, 1, 1, 1]","[2, 5, 7, 5]","[5, 6, 6, 6]","[3, 2, 1, 3]",1,0,0,1,1,2021-10-12
c_852,1,[3],[7],[12],[3],0,3,2,2,1,2022-04-20
c_852,2,"[3, 1]","[7, 3]","[12, 3]","[3, 2]",0,3,2,3,6,2022-06-28
c_852,3,"[3, 1, 6]","[7, 3, 7]","[12, 3, 3]","[3, 2, 1]",0,3,2,0,2,2022-07-18
c_852,4,"[3, 1, 6, 2]","[7, 3, 7, 8]","[12, 3, 3, 3]","[3, 2, 1, 3]",0,3,2,0,6,2022-09-18
c_852,5,"[3, 1, 6, 2, 6]","[7, 3, 7, 8, 7]","[12, 3, 3, 3, 3]","[3, 2, 1, 3, 2]",0,3,2,2,1,2022-11-10
c_853,1,[2],[5],[3],[3],1,3,1,0,5,2022-03-01
c_854,1,[1],[7],[6],[1],0,4,0,2,5,2021-07-31
c_855,1,[4],[8],[5],[3],2,3,0,2,1,2022-01-28
c_855,2,"[4, 1]","[8, 5]","[5, 5]","[3, 1]",2,3,0,0,3,2022-03-25
c_855,3,"[4, 1, 3]","[8, 5, 4]","[5, 5, 22]","[3, 1, 3]",2,3,0,2,1,2022-06-06
c_855,4,"[4, 1, 3, 1]","[8, 5, 4, 6]","[5, 5, 22, 5]","[3, 1, 3, 2]",2,3,0,0,1,2022-07-23
c_856,1,[6],[2],[5],[3],2,1,0,1,5,2021-07-31
c_856,2,"[6, 5]","[2, 7]","[5, 5]","[3, 2]",2,1,0,1,3,2021-08-20
c_856,3,"[6, 5, 3]","[2, 7, 4]","[5, 5, 20]","[3, 2, 1]",2,1,0,1,3,2021-11-17
c_856,4,"[6, 5, 3, 3]","[2, 7, 4, 7]","[5, 5, 20, 20]","[3, 2, 1, 3]",2,1,0,0,5,2021-12-01
c_856,5,"[6, 5, 3, 3, 5]","[2, 7, 4, 7, 5]","[5, 5, 20, 20, 5]","[3, 2, 1, 3, 1]",2,1,0,2,4,2022-01-15
c_858,1,[3],[6],[17],[2],0,0,1,2,2,2022-02-03
c_858,2,"[3, 2]","[6, 3]","[17, 5]","[2, 3]",0,0,1,1,3,2022-03-25
c_859,1,[4],[1],[3],[3],0,0,2,2,3,2021-05-17
c_859,2,"[4, 3]","[1, 7]","[3, 12]","[3, 1]",0,0,2,0,3,2021-07-11
c_859,3,"[4, 3, 3]","[1, 7, 4]","[3, 12, 13]","[3, 1, 3]",0,0,2,2,2,2021-08-05
c_859,4,"[4, 3, 3, 2]","[1, 7, 4, 5]","[3, 12, 13, 3]","[3, 1, 3, 2]",0,0,2,2,1,2021-08-09
c_860,1,[1],[6],[7],[1],1,7,2,0,6,2021-09-18
c_860,2,"[1, 6]","[6, 7]","[7, 5]","[1, 3]",1,7,2,3,1,2021-10-18
c_860,3,"[1, 6, 1]","[6, 7, 6]","[7, 5, 6]","[1, 3, 2]",1,7,2,2,3,2022-01-14
c_860,4,"[1, 6, 1, 3]","[6, 7, 6, 6]","[7, 5, 6, 24]","[1, 3, 2, 2]",1,7,2,2,4,2022-03-01
c_860,5,"[1, 6, 1, 3, 4]","[6, 7, 6, 6, 7]","[7, 5, 6, 24, 6]","[1, 3, 2, 2, 1]",1,7,2,0,3,2022-03-07
c_861,1,[3],[7],[10],[2],1,3,0,0,4,2021-09-24
c_861,2,"[3, 4]","[7, 7]","[10, 1]","[2, 2]",1,3,0,1,3,2021-11-14
c_861,3,"[3, 4, 3]","[7, 7, 4]","[10, 1, 11]","[2, 2, 2]",1,3,0,2,2,2021-12-13
c_861,4,"[3, 4, 3, 2]","[7, 7, 4, 8]","[10, 1, 11, 3]","[2, 2, 2, 2]",1,3,0,1,1,2021-12-25
c_861,5,"[3, 4, 3, 2, 1]","[7, 7, 4, 8, 5]","[10, 1, 11, 3, 2]","[2, 2, 2, 2, 2]",1,3,0,0,4,2022-01-03
c_867,1,[6],[5],[5],[2],1,3,3,1,2,2021-12-11
c_867,2,"[6, 2]","[5, 5]","[5, 5]","[2, 2]",1,3,3,0,4,2022-01-24
c_868,1,[2],[8],[4],[1],0,1,3,2,6,2021-09-29
c_869,1,[5],[2],[4],[2],1,3,2,2,6,2021-05-19
c_869,2,"[5, 6]","[2, 7]","[4, 4]","[2, 2]",1,3,2,0,1,2021-06-02
c_869,3,"[5, 6, 1]","[2, 7, 6]","[4, 4, 3]","[2, 2, 2]",1,3,2,0,5,2021-08-06
c_870,1,[1],[7],[4],[1],2,2,2,0,1,2021-11-24
c_870,2,"[1, 1]","[7, 5]","[4, 4]","[1, 2]",2,2,2,2,4,2022-02-10
c_870,3,"[1, 1, 4]","[7, 5, 1]","[4, 4, 5]","[1, 2, 1]",2,2,2,2,6,2022-03-08
c_870,4,"[1, 1, 4, 6]","[7, 5, 1, 7]","[4, 4, 5, 4]","[1, 2, 1, 2]",2,2,2,2,6,2022-04-07
c_873,1,[4],[8],[3],[1],2,0,0,0,5,2022-02-24
c_877,1,[4],[7],[4],[2],0,4,0,2,2,2021-05-15
c_877,2,"[4, 2]","[7, 5]","[4, 4]","[2, 1]",0,4,0,2,2,2021-07-08
c_877,3,"[4, 2, 2]","[7, 5, 5]","[4, 4, 4]","[2, 1, 3]",0,4,0,2,1,2021-08-17
c_877,4,"[4, 2, 2, 1]","[7, 5, 5, 3]","[4, 4, 4, 3]","[2, 1, 3, 2]",0,4,0,0,4,2021-09-28
c_877,5,"[4, 2, 2, 1, 4]","[7, 5, 5, 3, 8]","[4, 4, 4, 3, 3]","[2, 1, 3, 2, 3]",0,4,0,0,3,2021-11-24
c_877,6,"[4, 2, 2, 1, 4, 3]","[7, 5, 5, 3, 8, 7]","[4, 4, 4, 3, 3, 13]","[2, 1, 3, 2, 3, 3]",0,4,0,0,5,2022-01-21
c_877,7,"[4, 2, 2, 1, 4, 3, 5]","[7, 5, 5, 3, 8, 7, 2]","[4, 4, 4, 3, 3, 13, 2]","[2, 1, 3, 2, 3, 3, 3]",0,4,0,2,4,2022-03-25
c_878,1,[1],[5],[3],[2],0,2,2,0,1,2022-02-12
c_878,2,"[1, 1]","[5, 5]","[3, 3]","[2, 1]",0,2,2,2,4,2022-03-12
c_878,3,"[1, 1, 4]","[5, 5, 7]","[3, 3, 4]","[2, 1, 3]",0,2,2,1,2,2022-04-04
c_879,1,[2],[7],[5],[2],1,4,2,2,4,2022-02-19
c_879,2,"[2, 4]","[7, 1]","[5, 6]","[2, 3]",1,4,2,1,4,2022-05-09
c_879,3,"[2, 4, 4]","[7, 1, 1]","[5, 6, 5]","[2, 3, 3]",1,4,2,2,2,2022-06-02
c_88,1,[4],[1],[4],[2],1,3,3,2,2,2021-04-30
c_88,2,"[4, 2]","[1, 8]","[4, 5]","[2, 1]",1,3,3,2,3,2021-05-28
c_88,3,"[4, 2, 3]","[1, 8, 7]","[4, 5, 18]","[2, 1, 3]",1,3,3,0,5,2021-08-13
c_88,4,"[4, 2, 3, 5]","[1, 8, 7, 5]","[4, 5, 18, 3]","[2, 1, 3, 2]",1,3,3,2,4,2021-09-29
