consumer_id,product_id,purchased_size,fit_outcome,transaction_date
c_416,a_306,M,too small,2021-08-13
c_417,a_106,M,too large,2022-01-24
c_417,a_929,M,fit,2022-02-10
c_417,a_926,S,too small,2022-03-21
c_417,a_529,M,fit,2022-05-04
c_417,a_706,M,fit,2022-06-27
c_417,a_818,S,too small,2022-08-01
c_418,a_127,2XS,too small,2021-07-29
c_418,a_299,XS,too large,2021-10-18
c_418,a_964,XS,too large,2021-10-28
c_418,a_273,XS,too large,2021-12-09
c_418,a_558,XS,too large,2021-12-10
c_419,a_874,S,too small,2021-03-31
c_419,a_16,S,too small,2021-05-27
c_419,a_247,M,too small,2021-08-23
c_419,a_106,S,too small,2021-10-25
c_419,a_262,L,too large,2022-01-03
c_419,a_350,9.0,too small,2022-02-23
c_419,a_335,M,too large,2022-05-18
c_419,a_839,S,too small,2022-07-01
c_420,a_537,S,fit,2021-05-08
c_420,a_137,S,too small,2021-06-13
c_420,a_79,S,too large,2021-06-25
c_420,a_300,S,too large,2021-08-01
c_420,a_17,8.5,too small,2021-08-08
c_421,a_676,XL,fit,2021-10-19
c_421,a_363,XL,fit,2021-11-16
c_421,a_989,XL,fit,2021-11-26
c_421,a_601,L,fit,2021-12-02
c_421,a_747,XL,too small,2022-01-02
c_421,a_798,XL,fit,2022-02-13
c_422,a_990,M,too large,2021-04-11
c_422,a_999,M,fit,2021-05-11
c_422,a_669,M,fit,2021-06-10
c_422,a_291,L,too large,2021-08-19
c_422,a_851,S,not applicable,2021-10-13
c_422,a_354,M,fit,2022-01-09
c_422,a_990,M,too large,2022-01-27
c_423,a_851,M,too large,2021-08-15
c_423,a_62,M,fit,2021-09-27
c_423,a_556,L,too large,2021-11-19
c_423,a_72,M,not applicable,2022-01-25
c_424,a_303,M,too small,2021-03-15
c_424,a_250,L,too small,2021-04-03
c_424,a_540,12.5,too large,2021-05-13
c_424,a_391,L,too small,2021-06-07
c_425,a_17,13.5,too small,2021-03-16
c_425,a_946,XL,too small,2021-04-09
c_425,a_312,14.0,too large,2021-06-09
c_425,a_612,13.5,too small,2021-07-15
c_426,a_595,M,fit,2021-11-30
c_426,a_671,M,fit,2022-01-23
c_426,a_404,9.0,too small,2022-03-16
c_427,a_782,14.5,too large,2021-05-30
c_427,a_504,XL,too small,2021-06-08
c_427,a_472,2XL,too large,2021-09-01
c_427,a_411,2XL,not applicable,2021-09-27
c_427,a_483,2XL,too large,2021-12-13
c_428,a_110,12.0,too large,2021-10-13
c_429,a_553,S,too small,2021-05-03
c_429,a_790,S,too small,2021-05-24
c_429,a_4,8.0,too large,2021-06-17
c_429,a_872,S,too small,2021-07-08
c_429,a_492,S,too large,2021-07-10
c_429,a_255,S,too small,2021-09-21
c_430,a_206,7.0,too large,2021-06-22
c_431,a_646,M,fit,2021-10-10
c_431,a_643,M,too large,2021-12-03
c_431,a_500,M,fit,2022-01-08
c_431,a_85,M,fit,2022-03-16
c_431,a_800,L,too large,2022-05-16
c_431,a_434,M,too large,2022-06-09
c_432,a_901,S,too small,2021-05-16
c_432,a_405,M,fit,2021-07-11
c_432,a_109,M,too large,2021-10-03
c_432,a_206,10.0,fit,2021-11-08
c_432,a_459,L,too large,2022-01-11
c_432,a_312,10.0,fit,2022-03-27
c_433,a_644,XS,fit,2021-12-31
c_433,a_180,XS,not applicable,2022-01-08
c_433,a_259,XS,too large,2022-03-01
c_434,a_432,L,too small,2021-07-07
c_434,a_704,L,too small,2021-07-19
c_434,a_496,L,too large,2021-10-12
c_434,a_834,L,too large,2021-11-23
c_435,a_33,8.0,too large,2021-01-26
c_435,a_523,8.0,too small,2021-04-22
c_435,a_602,S,fit,2021-05-15
c_435,a_353,7.5,not applicable,2021-05-18
c_436,a_230,L,too small,2021-11-21
c_436,a_777,L,fit,2021-12-24
c_436,a_739,XL,too large,2022-01-22
c_436,a_315,L,too large,2022-01-24
c_436,a_660,11.0,too small,2022-02-19
c_436,a_91,L,too large,2022-03-01
c_436,a_628,XL,not applicable,2022-03-05
c_436,a_9,XL,too large,2022-05-05
c_436,a_894,L,too large,2022-06-21
c_437,a_511,XS,too small,2021-08-09
c_437,a_654,M,too large,2021-09-13
c_437,a_874,M,too small,2021-09-22
c_437,a_418,S,fit,2021-12-18
c_437,a_206,8.5,not applicable,2022-01-14
c_437,a_384,M,too large,2022-03-16
c_437,a_861,S,fit,2022-04-23
c_438,a_845,M,too small,2021-11-15
c_438,a_711,M,not applicable,2021-12-08
c_438,a_134,XL,too large,2021-12-16
c_438,a_1000,XL,too large,2022-03-15
c_438,a_663,XL,too large,2022-04-17
c_439,a_810,2XL,too large,2021-09-23
c_439,a_993,L,fit,2021-10-18
c_440,a_565,XL,fit,2021-04-14
c_441,a_190,XS,not applicable,2022-01-17
c_441,a_404,5.5,fit,2022-01-21
c_441,a_493,6.0,too large,2022-03-20
c_441,a_607,5.0,too small,2022-05-13
c_441,a_71,5.5,not applicable,2022-07-15
c_441,a_754,XS,not applicable,2022-09-23
c_441,a_938,5.5,too small,2022-10-17
c_441,a_235,XS,too small,2022-12-20
c_441,a_643,S,too large,2023-03-06
c_442,a_815,12.0,too small,2021-10-01
c_442,a_936,XL,too large,2021-12-03
c_442,a_604,L,too small,2021-12-22
c_442,a_126,L,too small,2022-01-12
c_442,a_603,XL,fit,2022-04-08
c_442,a_788,XL,not applicable,2022-04-11
c_443,a_283,M,too large,2021-06-12
c_443,a_613,M,too small,2021-08-18
c_443,a_876,L,too large,2021-08-25
c_443,a_316,M,fit,2021-10-02
c_443,a_886,M,too large,2021-10-30
c_443,a_629,M,not applicable,2021-12-10
c_443,a_880,L,too large,2022-02-01
c_443,a_338,M,fit,2022-02-16
c_444,a_532,S,too small,2021-06-11
c_444,a_856,S,too small,2021-07-04
c_444,a_84,XS,too small,2021-08-01
c_444,a_253,S,too large,2021-09-16
c_444,a_897,8.0,too small,2021-10-02
c_445,a_62,M,too large,2021-08-17
c_445,a_369,S,too small,2021-10-28
c_445,a_65,M,too small,2022-01-21
c_445,a_719,M,too small,2022-03-02
c_446,a_717,M,too large,2021-03-22
c_446,a_369,M,too small,2021-06-03
c_446,a_183,M,too small,2021-07-29
c_446,a_37,M,too small,2021-10-19
c_446,a_218,M,too large,2021-11-26
c_446,a_36,M,too small,2021-12-03
c_446,a_329,L,too large,2022-02-22
c_447,a_585,XL,fit,2021-11-05
c_447,a_931,12.5,too small,2021-11-08
c_447,a_270,XL,too small,2021-12-19
c_447,a_853,XL,fit,2022-01-11
c_447,a_607,13.0,too small,2022-01-29
c_447,a_579,12.5,too small,2022-02-22
c_447,a_600,13.0,fit,2022-04-22
c_447,a_706,XL,fit,2022-06-03
c_447,a_591,XL,fit,2022-08-10
c_447,a_632,2XL,too large,2022-10-02
c_447,a_853,XL,fit,2022-10-27
c_447,a_641,XL,fit,2022-12-23
c_448,a_78,2XL,too small,2021-10-07
c_448,a_650,2XL,too large,2021-11-05
c_448,a_729,2XL,too large,2022-01-02
c_448,a_943,2XL,too small,2022-03-08
c_448,a_957,2XL,too small,2022-05-06
c_448,a_834,2XL,too large,2022-06-22
c_448,a_308,14.5,too large,2022-09-13
c_448,a_653,2XL,too small,2022-10-23
c_448,a_611,2XL,too small,2023-01-14
c_448,a_160,2XL,too small,2023-02-19
c_449,a_190,S,not applicable,2022-01-12
c_450,a_811,M,too large,2021-07-19
c_450,a_246,M,too small,2021-10-04
c_450,a_725,M,fit,2021-10-22
c_450,a_520,M,too small,2021-11-27
c_450,a_348,M,fit,2022-02-14
c_450,a_911,M,too large,2022-02-27
c_451,a_89,S,too large,2021-07-13
c_451,a_988,XS,too small,2021-08-08
c_451,a_395,7.5,not applicable,2021-08-10
c_451,a_127,S,too large,2021-08-18
c_451,a_341,7.5,fit,2021-10-03
c_452,a_476,9.5,too small,2021-08-27
c_452,a_901,L,too large,2021-10-30
c_452,a_872,M,too small,2021-11-30
c_452,a_248,L,too large,2021-12-30
c_452,a_119,M,too large,2022-02-19
c_453,a_146,2XL,not applicable,2021-09-11
c_453,a_135,L,too small,2021-09-30
c_453,a_511,L,too small,2021-12-01
c_453,a_30,XL,too small,2022-02-25
c_453,a_476,13.5,fit,2022-03-04
c_454,a_4,8.0,not applicable,2021-11-05
c_454,a_749,S,fit,2021-11-20
c_454,a_951,S,too small,2022-02-16
c_454,a_330,S,too large,2022-02-28
c_454,a_86,S,too small,2022-04-22
c_454,a_909,S,too large,2022-05-31
c_454,a_445,S,too small,2022-08-19
c_455,a_744,XS,too small,2021-08-28
c_455,a_339,S,too large,2021-10-04
c_455,a_831,7.0,fit,2021-10-16
c_455,a_771,S,fit,2021-11-03
c_455,a_674,M,too large,2021-12-24
c_455,a_246,M,too large,2022-01-14
c_456,a_195,2XL,fit,2021-10-07
c_456,a_661,15.0,not applicable,2021-11-05
c_456,a_396,2XL,fit,2022-01-22
c_456,a_135,2XL,fit,2022-04-20
c_456,a_154,2XL,too small,2022-07-15
c_456,a_448,2XL,fit,2022-10-05
c_457,a_238,L,fit,2021-06-27
c_457,a_69,XL,too large,2021-08-01
c_457,a_732,L,too large,2021-09-11
c_457,a_564,XL,too large,2021-09-30
c_457,a_934,L,fit,2021-10-11
c_457,a_925,M,not applicable,2021-10-24
c_457,a_332,L,too small,2021-12-31
c_458,a_802,XL,too small,2021-04-23
c_458,a_321,2XL,too large,2021-06-13
c_458,a_565,XL,fit,2021-08-15
c_459,a_272,S,fit,2021-08-06
c_459,a_288,XS,too small,2021-10-31
c_459,a_802,S,too small,2021-11-30
c_459,a_715,S,not applicable,2021-12-23
c_459,a_911,M,too large,2022-03-05
c_460,a_34,L,fit,2021-06-20
c_461,a_590,L,too small,2021-04-19
c_461,a_736,L,too small,2021-06-26
c_461,a_242,13.5,too large,2021-07-14
c_461,a_919,2XL,too large,2021-09-17
c_462,a_631,XL,fit,2022-01-20
c_462,a_215,XL,not applicable,2022-03-09
c_462,a_706,L,too small,2022-05-22
c_462,a_884,XL,fit,2022-06-26
c_462,a_377,2XL,too large,2022-07-29
c_462,a_75,XL,fit,2022-09-05
c_462,a_36,XL,too small,2022-11-11
c_462,a_931,13.5,too small,2023-01-06
c_462,a_374,13.5,fit,2023-03-02
c_463,a_418,2XL,too large,2021-07-14
c_463,a_842,2XL,too large,2021-08-12
c_463,a_782,12.5,too large,2021-09-22
c_464,a_830,9.0,not applicable,2022-03-20
c_464,a_330,L,too large,2022-04-12
c_464,a_110,8.5,too large,2022-04-21
c_464,a_69,L,too large,2022-05-20
c_465,a_28,M,too small,2021-04-14
c_465,a_60,L,fit,2021-07-10
c_466,a_443,L,too small,2021-07-01
c_466,a_233,L,too large,2021-08-21
c_466,a_832,L,too large,2021-09-01
c_466,a_115,L,fit,2021-11-09
c_466,a_261,L,too large,2022-01-09
c_466,a_94,L,too small,2022-01-15
c_467,a_371,XL,too large,2021-10-08
c_467,a_17,11.5,too small,2021-11-12
c_467,a_907,XL,too large,2022-01-06
c_467,a_133,XL,too small,2022-03-31
c_468,a_84,2XL,too small,2021-06-16
c_468,a_916,2XL,fit,2021-08-26
c_468,a_517,2XL,not applicable,2021-10-26
c_468,a_415,2XL,too small,2021-12-02
c_468,a_750,2XL,too small,2021-12-28
c_468,a_488,14.0,too small,2021-12-29
c_469,a_870,13.5,too small,2021-03-25
c_469,a_63,XL,too large,2021-06-11
c_469,a_300,XL,too large,2021-09-08
c_470,a_284,XS,not applicable,2021-03-20
c_471,a_875,S,too small,2021-05-14
c_471,a_811,M,too large,2021-06-07
c_472,a_899,M,fit,2021-08-29
c_472,a_45,M,fit,2021-10-29
c_472,a_682,L,too large,2022-01-19
c_472,a_68,M,fit,2022-02-19
c_472,a_304,M,fit,2022-05-13
c_472,a_278,M,fit,2022-06-20
c_473,a_590,L,too small,2021-08-05
c_473,a_633,L,too large,2021-11-02
c_473,a_932,XL,too large,2021-12-21
c_473,a_910,11.0,too small,2022-02-01
c_473,a_551,L,not applicable,2022-03-17
c_474,a_849,XL,fit,2021-05-15
c_474,a_638,XL,too large,2021-06-23
c_474,a_354,2XL,too large,2021-09-17
c_474,a_584,2XL,too large,2021-10-24
c_474,a_97,L,too small,2021-12-25
c_474,a_967,L,too small,2022-01-30
c_475,a_912,7.5,fit,2021-01-10
c_475,a_404,7.5,fit,2021-02-18
c_475,a_797,XS,fit,2021-04-07
c_475,a_475,S,fit,2021-05-23
c_475,a_604,S,too small,2021-06-14
c_475,a_725,M,too large,2021-07-29
c_476,a_581,2XL,fit,2021-07-28
c_476,a_202,2XL,fit,2021-08-13
c_476,a_959,2XL,too small,2021-09-18
c_476,a_423,2XL,fit,2021-09-30
c_477,a_978,XL,too large,2022-01-08
c_477,a_585,XL,fit,2022-02-07
c_477,a_689,13.5,fit,2022-03-18
c_477,a_261,L,not applicable,2022-04-10
c_478,a_994,S,too small,2021-11-27
c_478,a_292,S,too small,2022-02-16
c_478,a_652,8.5,too small,2022-04-13
c_478,a_7,S,too small,2022-05-29
c_478,a_745,M,too large,2022-08-12
c_478,a_747,M,too small,2022-09-16
c_478,a_958,S,too small,2022-12-04
c_479,a_165,L,too large,2021-10-02
c_479,a_382,M,fit,2021-11-30
c_479,a_671,L,too large,2022-01-19
c_480,a_154,S,too small,2021-07-31
c_480,a_779,XS,too small,2021-08-26
c_480,a_770,8.5,too small,2021-11-21
c_480,a_430,S,too small,2022-02-10
c_480,a_669,S,fit,2022-04-20
c_481,a_785,2XL,too small,2021-06-28
c_482,a_719,M,too small,2021-07-26
c_482,a_604,L,not applicable,2021-10-14
c_482,a_449,L,fit,2021-12-14
c_482,a_278,M,fit,2022-02-09
c_483,a_212,L,fit,2021-03-14
c_483,a_239,L,too large,2021-04-23
c_484,a_319,S,too small,2021-01-21
c_485,a_870,7.5,too small,2021-12-14
c_485,a_543,S,not applicable,2022-02-25
c_485,a_781,XS,too small,2022-04-10
c_486,a_394,S,too large,2022-03-15
c_486,a_454,S,too small,2022-06-03
c_486,a_878,S,too small,2022-07-28
c_486,a_221,S,too large,2022-10-24
c_486,a_24,S,not applicable,2022-12-29
c_486,a_383,S,too small,2023-03-03
c_487,a_252,S,too large,2021-10-23
c_487,a_304,XS,too large,2022-01-03
c_487,a_927,XS,too large,2022-01-25
c_487,a_297,XS,too small,2022-03-24
c_487,a_867,XS,too small,2022-04-18
c_487,a_597,XS,too large,2022-06-19
c_487,a_577,XS,fit,2022-06-26
c_487,a_913,S,too small,2022-07-23
c_487,a_911,S,too large,2022-07-30
c_488,a_578,L,fit,2021-11-11
c_488,a_561,XL,too large,2022-01-03
c_488,a_765,L,fit,2022-01-18
c_488,a_67,L,fit,2022-03-22
c_488,a_444,M,too small,2022-05-10
c_488,a_50,L,fit,2022-07-05
c_488,a_507,L,not applicable,2022-08-17
c_489,a_642,XL,not applicable,2021-04-13
c_489,a_802,L,too small,2021-06-22
c_489,a_415,XL,too large,2021-07-15
c_489,a_510,L,too small,2021-09-17
c_490,a_1,L,too small,2021-09-10
c_490,a_304,L,too large,2021-09-16
c_490,a_1,L,too small,2021-12-09
c_490,a_395,12.0,too small,2022-02-23
c_490,a_558,L,too large,2022-04-03
c_490,a_456,L,too small,2022-05-02
c_491,a_663,M,too small,2021-02-26
c_491,a_23,11.5,fit,2021-03-11
c_491,a_554,XL,too large,2021-03-30
c_491,a_319,L,fit,2021-04-29
c_491,a_646,M,fit,2021-06-02
c_492,a_487,L,too large,2021-12-17
c_492,a_968,L,too large,2022-02-27
c_492,a_319,L,too large,2022-03-15
c_492,a_299,S,too small,2022-05-11
c_493,a_895,M,too small,2021-12-22
c_493,a_729,M,not applicable,2022-01-05
c_494,a_213,L,too large,2021-09-17
c_495,a_695,L,too small,2021-10-03
c_495,a_496,L,too large,2021-10-25
c_495,a_978,M,too small,2022-01-19
c_495,a_668,M,too small,2022-02-28
c_496,a_893,XL,too large,2021-08-29
c_496,a_752,L,too small,2021-11-12
c_496,a_75,L,fit,2022-01-21
c_496,a_474,XL,too large,2022-04-07
c_497,a_205,L,too large,2021-08-25
c_497,a_376,L,too large,2021-10-20
c_497,a_167,11.0,too small,2021-10-22
c_498,a_88,2XL,not applicable,2021-08-09
c_498,a_844,2XL,fit,2021-09-24
c_498,a_545,2XL,fit,2021-12-11
c_498,a_975,2XL,not applicable,2021-12-27
c_499,a_338,XS,too small,2021-04-16
c_499,a_384,S,too large,2021-05-17
c_499,a_84,S,too small,2021-05-22
c_499,a_154,S,too small,2021-07-07
c_500,a_79,XL,too large,2021-09-26
c_500,a_972,XL,too large,2021-12-13
c_501,a_634,S,too small,2021-12-17
c_501,a_446,9.0,not applicable,2022-02-17
c_501,a_721,XS,too small,2022-05-09
c_501,a_306,XS,too small,2022-06-21
c_501,a_617,XS,too small,2022-07-20
c_501,a_938,8.5,too small,2022-10-02
c_501,a_540,8.5,fit,2022-10-13
c_502,a_70,M,fit,2021-05-19
c_503,a_306,M,too small,2021-09-29
c_503,a_3,M,fit,2021-11-15
c_503,a_733,M,too large,2021-12-02
c_503,a_580,S,too small,2022-01-19
c_504,a_391,L,fit,2021-10-09
c_505,a_224,S,too large,2022-03-12
c_505,a_239,2XS,too small,2022-04-11
c_505,a_944,S,too large,2022-05-27
c_505,a_189,6.0,too small,2022-08-06
c_506,a_688,XL,fit,2022-02-09
c_506,a_256,12.5,fit,2022-02-22
c_506,a_190,XL,too large,2022-04-01
c_506,a_300,XL,too large,2022-06-16
c_506,a_471,12.5,too large,2022-07-16
c_506,a_341,12.5,fit,2022-09-26
c_506,a_296,XL,fit,2022-09-30
c_506,a_310,XL,fit,2022-12-22
c_507,a_425,7.5,too small,2021-07-13
c_507,a_625,S,too small,2021-07-17
c_508,a_926,M,fit,2022-02-09
c_508,a_401,M,fit,2022-03-02
c_508,a_362,M,fit,2022-04-29
c_508,a_383,M,fit,2022-07-01
c_509,a_134,M,fit,2021-04-29
c_509,a_661,9.5,too small,2021-05-16
c_509,a_745,M,too large,2021-08-01
c_509,a_159,L,too large,2021-10-25
c_509,a_313,10.0,too large,2021-10-27
c_510,a_458,L,too small,2021-12-13
c_510,a_540,10.5,too small,2022-02-12
c_510,a_404,11.0,fit,2022-04-22
c_510,a_757,L,fit,2022-06-11
c_511,a_252,S,too small,2021-06-10
c_511,a_825,M,not applicable,2021-06-29
c_511,a_322,S,too small,2021-07-30
c_511,a_395,9.0,not applicable,2021-09-12
c_511,a_39,M,fit,2021-11-24
c_511,a_202,M,fit,2022-01-22
c_511,a_723,M,too large,2022-01-24
c_512,a_431,L,too small,2021-09-27
c_513,a_915,10.0,too small,2021-03-21
c_513,a_820,M,too large,2021-05-19
c_513,a_432,L,too large,2021-07-30
c_513,a_812,M,too small,2021-10-02
c_513,a_635,M,too small,2021-12-07
c_513,a_874,M,too small,2022-03-03
c_513,a_763,M,too large,2022-03-30
c_513,a_834,M,too large,2022-06-01
c_514,a_674,M,too small,2021-04-21
c_514,a_673,M,fit,2021-06-18
c_514,a_184,L,too large,2021-08-31
c_514,a_577,M,fit,2021-11-11
c_514,a_715,M,too small,2021-12-06
c_515,a_82,M,too small,2022-03-25
c_515,a_112,L,too large,2022-05-07
c_515,a_604,M,too small,2022-07-23
c_515,a_681,L,not applicable,2022-10-17
c_515,a_427,10.0,too small,2022-11-24
c_515,a_142,M,too small,2023-01-14
c_516,a_134,M,not applicable,2021-08-25
c_516,a_273,M,not applicable,2021-10-09
c_516,a_459,L,too large,2021-12-19
c_516,a_343,M,too small,2022-01-02
c_516,a_793,L,too large,2022-03-22
c_516,a_810,M,not applicable,2022-04-10
c_516,a_851,S,too small,2022-05-07
c_516,a_110,9.5,not applicable,2022-07-22
c_517,a_212,XL,fit,2021-08-06
c_517,a_317,2XL,fit,2021-10-09
c_517,a_386,13.5,too small,2021-12-22
c_517,a_826,13.5,fit,2022-02-06
c_517,a_544,XL,fit,2022-02-28
c_517,a_737,XL,too small,2022-04-24
c_517,a_481,2XL,not applicable,2022-05-21
c_517,a_583,XL,not applicable,2022-08-02
c_518,a_319,2XL,too small,2021-11-28
c_518,a_811,2XL,too large,2022-01-28
c_518,a_325,2XL,too large,2022-04-18
c_519,a_37,XS,too small,2021-11-21
c_519,a_816,S,too small,2021-12-07
c_519,a_36,S,too small,2022-01-16
c_519,a_927,S,not applicable,2022-03-29
c_520,a_50,M,fit,2021-07-04
c_520,a_322,M,fit,2021-09-23
c_520,a_839,M,too small,2021-12-18
c_520,a_424,S,not applicable,2022-02-25
c_520,a_524,M,fit,2022-05-23
c_521,a_386,14.0,not applicable,2022-02-01
c_522,a_75,S,fit,2021-04-08
c_522,a_443,XS,too small,2021-04-13
c_522,a_968,XS,too small,2021-05-14
c_522,a_360,S,fit,2021-05-25
c_522,a_302,8.0,fit,2021-07-24
c_522,a_991,XS,too small,2021-08-16
c_523,a_812,S,not applicable,2021-06-29
c_523,a_751,7.5,not applicable,2021-07-24
c_524,a_388,XL,not applicable,2021-11-24
c_525,a_134,XL,not applicable,2022-01-27
c_526,a_857,7.5,not applicable,2021-07-21
c_526,a_413,S,fit,2021-09-30
c_527,a_254,S,too small,2021-12-06
c_527,a_973,XS,too small,2022-01-25
c_527,a_4,8.0,too large,2022-02-16
c_527,a_668,S,too small,2022-03-10
c_527,a_772,7.5,too small,2022-05-27
c_528,a_791,8.0,fit,2021-07-20
c_528,a_673,M,too large,2021-09-13
c_528,a_270,S,too small,2021-09-30
c_528,a_508,8.0,too small,2021-10-17
c_529,a_230,M,too small,2021-04-16
c_529,a_119,L,too large,2021-04-25
c_529,a_106,M,too small,2021-07-12
c_529,a_961,M,too small,2021-07-28
c_529,a_875,L,too small,2021-10-06
c_529,a_911,L,too large,2021-12-16
c_529,a_46,L,too small,2021-12-22
c_530,a_822,2XL,too large,2021-09-16
c_530,a_575,13.5,not applicable,2021-11-20
c_530,a_553,XL,fit,2022-02-09
c_530,a_95,XL,too large,2022-05-01
c_530,a_415,XL,fit,2022-05-31
c_530,a_404,13.0,fit,2022-07-28
c_531,a_877,9.5,not applicable,2021-05-05
c_531,a_701,M,fit,2021-06-14
c_532,a_641,M,too large,2021-06-05
c_532,a_54,S,too small,2021-06-19
c_532,a_832,M,too large,2021-08-18
c_532,a_270,S,too small,2021-10-29
c_532,a_768,XS,too small,2021-11-23
c_533,a_277,2XL,too large,2021-10-17
c_533,a_649,2XL,fit,2021-12-01
c_533,a_821,2XL,too small,2021-12-06
c_533,a_303,XL,too small,2022-02-01
c_533,a_142,2XL,too small,2022-04-12
c_533,a_881,2XL,fit,2022-05-24
c_533,a_185,2XL,fit,2022-06-27
c_533,a_238,2XL,fit,2022-07-07
c_534,a_764,M,fit,2021-04-17
c_534,a_255,M,too small,2021-05-16
c_534,a_82,M,too small,2021-07-19
c_534,a_440,M,too small,2021-08-14
c_535,a_145,S,too small,2022-01-20
c_535,a_728,S,too small,2022-02-12
c_535,a_492,L,too large,2022-02-23
c_535,a_160,M,fit,2022-04-02
c_536,a_395,14.5,fit,2021-05-07
c_536,a_492,2XL,fit,2021-05-16
c_536,a_802,2XL,too small,2021-05-24
c_536,a_227,2XL,fit,2021-07-30
c_536,a_954,15.0,not applicable,2021-10-17
c_536,a_637,2XL,fit,2021-12-30
c_537,a_798,S,too large,2021-05-21
c_537,a_147,S,too small,2021-07-31
c_537,a_412,M,too large,2021-10-28
c_537,a_907,M,too large,2021-12-21
c_537,a_503,M,too large,2022-02-05
c_537,a_515,S,too large,2022-02-12
c_537,a_648,S,too small,2022-05-10
c_537,a_276,S,too small,2022-07-22
c_538,a_719,M,not applicable,2021-10-04
c_538,a_217,M,fit,2021-10-21
c_538,a_138,M,too large,2021-12-15
c_538,a_550,M,fit,2021-12-29
c_538,a_126,M,fit,2022-02-28
c_538,a_183,M,fit,2022-03-15
c_539,a_678,XL,too small,2021-04-05
c_539,a_753,12.5,not applicable,2021-07-01
c_539,a_551,L,fit,2021-07-04
c_539,a_731,M,too small,2021-09-07
c_539,a_692,12.5,not applicable,2021-09-16
c_539,a_557,12.5,too small,2021-09-17
c_540,a_407,XL,too small,2021-12-22
c_540,a_539,XL,too small,2022-01-06
c_540,a_491,2XL,too large,2022-02-21
c_540,a_171,13.0,not applicable,2022-04-20
c_540,a_352,XL,too small,2022-06-30
c_540,a_115,L,too small,2022-07-18
c_540,a_512,XL,too large,2022-09-11
c_540,a_979,XL,too small,2022-10-07
c_541,a_798,M,too large,2021-08-23
c_541,a_61,M,fit,2021-11-05
c_541,a_964,L,too large,2021-11-10
c_541,a_994,M,fit,2021-12-19
c_541,a_10,M,too small,2022-02-26
c_541,a_60,M,fit,2022-05-26
c_541,a_756,S,too small,2022-06-12
c_542,a_700,L,fit,2021-11-17
c_542,a_124,12.0,not applicable,2021-12-12
c_542,a_925,L,too large,2022-02-26
c_543,a_701,2XL,fit,2021-09-25
c_543,a_541,2XL,fit,2021-11-30
c_543,a_658,2XL,fit,2021-12-12
c_543,a_384,2XL,too large,2021-12-28
c_543,a_819,2XL,too small,2022-03-20
c_544,a_512,M,too large,2021-09-01
c_544,a_291,S,too small,2021-11-23
c_544,a_405,M,too large,2021-12-26
c_545,a_693,L,too small,2021-06-06
c_545,a_34,XL,too large,2021-07-14
c_545,a_198,XL,too large,2021-09-22
c_546,a_58,11.5,too small,2021-11-15
c_546,a_249,L,too small,2021-11-18
c_546,a_119,XL,too large,2021-11-19
c_546,a_168,11.5,fit,2022-02-06
c_546,a_385,L,fit,2022-05-01
c_547,a_314,XL,too small,2021-10-28
c_547,a_230,2XL,too large,2021-12-21
c_547,a_385,XL,too large,2022-01-13
c_547,a_77,2XL,too large,2022-04-09
c_547,a_171,13.0,too small,2022-05-29
c_547,a_802,XL,too small,2022-08-12
c_548,a_55,M,fit,2021-03-26
c_548,a_70,L,fit,2021-04-08
c_548,a_919,M,fit,2021-06-23
c_548,a_938,10.0,fit,2021-09-10
c_548,a_471,10.0,not applicable,2021-10-27
c_549,a_592,M,too small,2021-11-03
c_549,a_758,L,too small,2022-01-29
c_549,a_811,L,too large,2022-02-24
c_549,a_324,12.0,too large,2022-05-12
c_549,a_257,L,too small,2022-08-08
c_549,a_547,L,too large,2022-09-29
c_549,a_613,L,too small,2022-11-01
c_549,a_207,L,too small,2022-11-06
c_549,a_953,12.0,too small,2022-12-02
c_550,a_917,12.0,too large,2021-08-06
c_550,a_219,L,too small,2021-11-02
c_550,a_266,L,fit,2021-12-14
c_550,a_747,L,too small,2022-01-28
c_550,a_997,11.5,fit,2022-03-07
c_551,a_671,L,too small,2021-09-28
c_551,a_194,L,too large,2021-12-03
c_551,a_261,M,not applicable,2021-12-29
c_551,a_331,L,fit,2022-01-03
c_551,a_299,XL,too large,2022-01-21
c_551,a_927,L,not applicable,2022-03-20
c_552,a_389,L,fit,2021-05-03
c_552,a_109,L,too large,2021-06-03
c_552,a_766,L,fit,2021-07-25
c_552,a_581,L,fit,2021-10-15
c_552,a_30,XL,not applicable,2021-11-06
c_552,a_508,11.5,fit,2021-11-17
c_552,a_499,L,too small,2022-02-08
c_552,a_989,M,not applicable,2022-04-23
c_553,a_137,2XL,too small,2021-06-03
c_553,a_938,14.0,too small,2021-08-01
c_553,a_512,2XL,too large,2021-09-23
c_553,a_653,2XL,too small,2021-10-06
c_553,a_679,2XL,too small,2021-10-17
c_554,a_405,2XL,fit,2021-04-23
c_554,a_544,XL,too small,2021-07-12
c_554,a_673,XL,too small,2021-09-12
c_555,a_305,L,too large,2021-11-30
c_555,a_227,L,too small,2022-02-23
c_555,a_933,XL,too large,2022-03-19
c_556,a_276,XL,too small,2021-06-07
c_557,a_795,S,not applicable,2021-05-10
c_557,a_674,S,too small,2021-07-23
c_557,a_423,M,not applicable,2021-10-09
c_557,a_225,S,too small,2021-11-13
c_558,a_199,11.0,too large,2021-10-10
c_558,a_611,L,too small,2021-11-14
c_558,a_808,L,fit,2021-11-26
