consumer_id,seq_len,product_type_ids,material_ids,size_ids,section_ids,gender_id,age_bin_id,country_id,label_id,product_type_id_t,material_id_t,size_id_t,section_id_t,transaction_date_t
c_811,1,[5],[7],[4],[1],0,4,0,0,6,2,4,2,2022-01-19
c_811,2,"[5, 6]","[7, 2]","[4, 4]","[1, 2]",0,4,0,2,4,7,4,2,2022-01-28
c_813,1,[6],[2],[6],[2],0,0,2,0,3,7,24,1,2021-08-03
c_813,2,"[6, 3]","[2, 7]","[6, 24]","[2, 1]",0,0,2,0,3,6,24,2,2021-09-26
c_813,3,"[6, 3, 3]","[2, 7, 6]","[6, 24, 24]","[2, 1, 2]",0,0,2,2,2,8,7,1,2021-10-11
c_813,4,"[6, 3, 3, 2]","[2, 7, 6, 8]","[6, 24, 24, 7]","[2, 1, 2, 1]",0,0,2,0,3,4,23,1,2021-11-18
c_813,5,"[6, 3, 3, 2, 3]","[2, 7, 6, 8, 4]","[6, 24, 24, 7, 23]","[2, 1, 2, 1, 1]",0,0,2,1,2,8,6,2,2022-01-01
c_813,6,"[6, 3, 3, 2, 3, 2]","[2, 7, 6, 8, 4, 8]","[6, 24, 24, 7, 23, 6]","[2, 1, 2, 1, 1, 2]",0,0,2,2,6,5,7,1,2022-01-22
c_816,1,[5],[2],[5],[3],2,2,3,1,2,8,6,1,2021-06-07
c_816,2,"[5, 2]","[2, 8]","[5, 6]","[3, 1]",2,2,3,2,4,1,5,1,2021-06-09
c_816,3,"[5, 2, 4]","[2, 8, 1]","[5, 6, 5]","[3, 1, 1]",2,2,3,1,6,2,5,2,2021-08-31
c_817,1,[1],[7],[4],[1],2,2,3,3,5,2,4,3,2021-11-13
c_817,2,"[1, 5]","[7, 2]","[4, 4]","[1, 3]",2,2,3,1,2,5,4,2,2022-01-16
c_817,3,"[1, 5, 2]","[7, 2, 5]","[4, 4, 4]","[1, 3, 2]",2,2,3,2,4,1,4,1,2022-02-25
c_817,4,"[1, 5, 2, 4]","[7, 2, 5, 1]","[4, 4, 4, 4]","[1, 3, 2, 1]",2,2,3,0,2,5,3,2,2022-03-13
c_818,1,[1],[3],[5],[2],1,5,1,3,4,7,6,1,2021-10-05
c_818,2,"[1, 4]","[3, 7]","[5, 6]","[2, 1]",1,5,1,0,4,1,5,1,2021-10-26
c_818,3,"[1, 4, 4]","[3, 7, 1]","[5, 6, 5]","[2, 1, 1]",1,5,1,0,1,3,5,2,2021-12-26
c_818,4,"[1, 4, 4, 1]","[3, 7, 1, 3]","[5, 6, 5, 5]","[2, 1, 1, 2]",1,5,1,2,2,8,6,3,2022-01-30
c_819,1,[2],[5],[7],[1],2,0,1,1,3,4,24,3,2021-07-09
c_819,2,"[2, 3]","[5, 4]","[7, 24]","[1, 3]",2,0,1,1,3,6,24,3,2021-08-31
c_819,3,"[2, 3, 3]","[5, 4, 6]","[7, 24, 24]","[1, 3, 3]",2,0,1,0,1,5,6,3,2021-09-18
c_819,4,"[2, 3, 3, 1]","[5, 4, 6, 5]","[7, 24, 24, 6]","[1, 3, 3, 3]",2,0,1,2,2,5,7,1,2021-10-09
c_82,1,[3],[6],[13],[3],0,6,0,0,1,5,3,2,2021-07-09
c_82,2,"[3, 1]","[6, 5]","[13, 3]","[3, 2]",0,6,0,0,6,2,2,1,2021-08-26
c_82,3,"[3, 1, 6]","[6, 5, 2]","[13, 3, 2]","[3, 2, 1]",0,6,0,0,3,7,13,3,2021-09-12
c_82,4,"[3, 1, 6, 3]","[6, 5, 2, 7]","[13, 3, 2, 13]","[3, 2, 1, 3]",0,6,0,0,3,6,13,1,2021-11-27
c_820,1,[3],[6],[20],[2],0,4,3,3,6,2,5,3,2021-08-30
c_820,2,"[3, 6]","[6, 2]","[20, 5]","[2, 3]",0,4,3,2,4,7,5,1,2021-10-01
c_820,3,"[3, 6, 4]","[6, 2, 7]","[20, 5, 5]","[2, 3, 1]",0,4,3,2,6,7,6,2,2021-10-29
c_820,4,"[3, 6, 4, 6]","[6, 2, 7, 7]","[20, 5, 5, 6]","[2, 3, 1, 2]",0,4,3,0,5,7,5,1,2021-11-17
c_821,1,[4],[7],[3],[3],2,5,0,0,1,7,3,3,2021-12-30
c_821,2,"[4, 1]","[7, 7]","[3, 3]","[3, 3]",2,5,0,3,1,5,3,1,2022-03-19
c_821,3,"[4, 1, 1]","[7, 7, 5]","[3, 3, 3]","[3, 3, 1]",2,5,0,0,6,7,2,1,2022-04-26
c_821,4,"[4, 1, 1, 6]","[7, 7, 5, 7]","[3, 3, 3, 2]","[3, 3, 1, 1]",2,5,0,1,5,2,3,2,2022-05-13
c_821,5,"[4, 1, 1, 6, 5]","[7, 7, 5, 7, 2]","[3, 3, 3, 2, 3]","[3, 3, 1, 1, 2]",2,5,0,0,2,5,2,1,2022-07-13
c_822,1,[4],[7],[4],[2],1,6,2,0,5,7,4,1,2021-10-24
c_822,2,"[4, 5]","[7, 7]","[4, 4]","[2, 1]",1,6,2,0,6,7,4,2,2021-11-23
c_822,3,"[4, 5, 6]","[7, 7, 7]","[4, 4, 4]","[2, 1, 2]",1,6,2,3,4,8,5,3,2021-12-31
c_822,4,"[4, 5, 6, 4]","[7, 7, 7, 8]","[4, 4, 4, 5]","[2, 1, 2, 3]",1,6,2,2,5,2,4,2,2022-03-27
c_822,5,"[4, 5, 6, 4, 5]","[7, 7, 7, 8, 2]","[4, 4, 4, 5, 4]","[2, 1, 2, 3, 2]",1,6,2,3,4,7,4,2,2022-06-16
c_823,1,[4],[1],[5],[1],0,2,0,0,4,8,6,3,2021-05-19
c_823,2,"[4, 4]","[1, 8]","[5, 6]","[1, 3]",0,2,0,0,6,7,6,1,2021-07-29
c_823,3,"[4, 4, 6]","[1, 8, 7]","[5, 6, 6]","[1, 3, 1]",0,2,0,2,2,5,7,3,2021-10-02
c_824,1,[2],[3],[5],[1],0,1,1,2,5,5,7,2,2022-03-30
c_825,1,[2],[8],[7],[1],0,0,1,0,2,5,6,3,2022-04-21
c_825,2,"[2, 2]","[8, 5]","[7, 6]","[1, 3]",0,0,1,0,6,7,6,1,2022-06-14
c_826,1,[5],[7],[6],[2],1,3,1,2,4,7,6,3,2022-04-27
c_826,2,"[5, 4]","[7, 7]","[6, 6]","[2, 3]",1,3,1,2,2,8,6,2,2022-05-24
c_826,3,"[5, 4, 2]","[7, 7, 8]","[6, 6, 6]","[2, 3, 2]",1,3,1,1,5,2,6,1,2022-06-20
c_826,4,"[5, 4, 2, 5]","[7, 7, 8, 2]","[6, 6, 6, 6]","[2, 3, 2, 1]",1,3,1,0,5,7,5,2,2022-09-05
c_83,1,[3],[6],[20],[2],0,3,3,0,1,7,5,2,2022-01-09
c_83,2,"[3, 1]","[6, 7]","[20, 5]","[2, 2]",0,3,3,1,3,7,21,3,2022-03-30
c_83,3,"[3, 1, 3]","[6, 7, 7]","[20, 5, 21]","[2, 2, 3]",0,3,3,3,4,8,6,3,2022-04-13
c_830,1,[3],[4],[18],[3],1,3,0,2,6,2,5,1,2022-02-16
c_830,2,"[3, 6]","[4, 2]","[18, 5]","[3, 1]",1,3,0,2,1,3,4,2,2022-05-16
c_830,3,"[3, 6, 1]","[4, 2, 3]","[18, 5, 4]","[3, 1, 2]",1,3,0,2,6,5,5,1,2022-06-08
c_830,4,"[3, 6, 1, 6]","[4, 2, 3, 5]","[18, 5, 4, 5]","[3, 1, 2, 1]",1,3,0,1,2,5,4,3,2022-08-20
c_830,5,"[3, 6, 1, 6, 2]","[4, 2, 3, 5, 5]","[18, 5, 4, 5, 4]","[3, 1, 2, 1, 3]",1,3,0,1,1,5,4,2,2022-10-13
c_833,1,[2],[7],[4],[2],2,5,0,0,5,2,4,2,2022-03-29
c_833,2,"[2, 5]","[7, 2]","[4, 4]","[2, 2]",2,5,0,2,4,7,4,2,2022-06-15
c_834,1,[6],[7],[5],[2],1,3,0,3,2,7,3,2,2021-06-15
c_835,1,[4],[1],[3],[1],0,5,3,0,4,1,3,3,2022-02-19
c_835,2,"[4, 4]","[1, 1]","[3, 3]","[1, 3]",0,5,3,3,5,2,3,3,2022-04-27
c_835,3,"[4, 4, 5]","[1, 1, 2]","[3, 3, 3]","[1, 3, 3]",0,5,3,0,5,5,3,1,2022-07-14
c_835,4,"[4, 4, 5, 5]","[1, 1, 2, 5]","[3, 3, 3, 3]","[1, 3, 3, 1]",0,5,3,0,5,7,3,2,2022-09-30
c_836,1,[2],[8],[3],[3],2,1,0,1,2,5,4,2,2021-09-04
c_836,2,"[2, 2]","[8, 5]","[3, 4]","[3, 2]",2,1,0,0,1,7,4,1,2021-11-09
c_836,3,"[2, 2, 1]","[8, 5, 7]","[3, 4, 4]","[3, 2, 1]",2,1,0,0,6,2,4,3,2021-11-25
c_838,1,[2],[7],[4],[1],1,3,1,2,5,7,5,3,2021-11-18
c_838,2,"[2, 5]","[7, 7]","[4, 5]","[1, 3]",1,3,1,0,1,7,3,3,2022-01-06
c_838,3,"[2, 5, 1]","[7, 7, 7]","[4, 5, 3]","[1, 3, 3]",1,3,1,1,6,2,4,2,2022-01-28
c_838,4,"[2, 5, 1, 6]","[7, 7, 7, 2]","[4, 5, 3, 4]","[1, 3, 3, 2]",1,3,1,3,3,6,19,3,2022-02-12
c_838,5,"[2, 5, 1, 6, 3]","[7, 7, 7, 2, 6]","[4, 5, 3, 4, 19]","[1, 3, 3, 2, 3]",1,3,1,2,5,5,5,2,2022-05-01
c_838,6,"[2, 5, 1, 6, 3, 5]","[7, 7, 7, 2, 6, 5]","[4, 5, 3, 4, 19, 5]","[1, 3, 3, 2, 3, 2]",1,3,1,0,1,3,4,2,2022-07-24
c_839,1,[2],[5],[4],[2],1,2,3,1,5,2,4,3,2021-08-10
c_839,2,"[2, 5]","[5, 2]","[4, 4]","[2, 3]",1,2,3,3,1,5,3,1,2021-10-15
c_839,3,"[2, 5, 1]","[5, 2, 5]","[4, 4, 3]","[2, 3, 1]",1,2,3,2,1,7,4,2,2021-12-17
c_84,1,[2],[5],[7],[3],1,3,1,1,3,7,26,1,2022-03-18
c_84,2,"[2, 3]","[5, 7]","[7, 26]","[3, 1]",1,3,1,0,1,6,6,1,2022-03-28
c_84,3,"[2, 3, 1]","[5, 7, 6]","[7, 26, 6]","[3, 1, 1]",1,3,1,0,1,7,5,2,2022-05-20
c_84,4,"[2, 3, 1, 1]","[5, 7, 6, 7]","[7, 26, 6, 5]","[3, 1, 1, 2]",1,3,1,2,1,5,7,3,2022-06-20
c_841,1,[1],[7],[4],[1],1,1,3,1,3,6,19,3,2021-05-12
c_841,2,"[1, 3]","[7, 6]","[4, 19]","[1, 3]",1,1,3,1,6,2,4,2,2021-06-09
c_841,3,"[1, 3, 6]","[7, 6, 2]","[4, 19, 4]","[1, 3, 2]",1,1,3,3,5,2,3,3,2021-06-24
c_842,1,[4],[7],[3],[3],0,3,2,0,5,7,3,1,2021-11-25
c_842,2,"[4, 5]","[7, 7]","[3, 3]","[3, 1]",0,3,2,0,2,7,3,3,2021-12-10
c_842,3,"[4, 5, 2]","[7, 7, 7]","[3, 3, 3]","[3, 1, 3]",0,3,2,2,5,2,3,3,2022-02-12
c_843,1,[2],[5],[4],[3],0,4,3,0,2,5,4,2,2022-03-01
c_843,2,"[2, 2]","[5, 5]","[4, 4]","[3, 2]",0,4,3,3,5,7,3,3,2022-04-28
c_843,3,"[2, 2, 5]","[5, 5, 7]","[4, 4, 3]","[3, 2, 3]",0,4,3,0,3,4,17,3,2022-06-14
c_844,1,[4],[1],[7],[3],1,3,3,0,3,6,27,2,2021-03-26
c_844,2,"[4, 3]","[1, 6]","[7, 27]","[3, 2]",1,3,3,1,6,2,7,3,2021-04-15
c_844,3,"[4, 3, 6]","[1, 6, 2]","[7, 27, 7]","[3, 2, 3]",1,3,3,2,4,1,7,1,2021-07-13
c_844,4,"[4, 3, 6, 4]","[1, 6, 2, 1]","[7, 27, 7, 7]","[3, 2, 3, 1]",1,3,3,1,6,7,7,2,2021-07-24
c_844,5,"[4, 3, 6, 4, 6]","[1, 6, 2, 1, 7]","[7, 27, 7, 7, 7]","[3, 2, 3, 1, 2]",1,3,3,3,5,7,7,2,2021-10-10
c_844,6,"[4, 3, 6, 4, 6, 5]","[1, 6, 2, 1, 7, 7]","[7, 27, 7, 7, 7, 7]","[3, 2, 3, 1, 2, 2]",1,3,3,1,3,6,27,2,2021-12-09
c_844,7,"[4, 3, 6, 4, 6, 5, 3]","[1, 6, 2, 1, 7, 7, 6]","[7, 27, 7, 7, 7, 7, 27]","[3, 2, 3, 1, 2, 2, 2]",1,3,3,0,1,5,6,1,2022-01-17
c_845,1,[4],[1],[5],[1],0,5,2,1,6,2,6,1,2021-07-15
c_845,2,"[4, 6]","[1, 2]","[5, 6]","[1, 1]",0,5,2,2,4,1,6,3,2021-10-10
c_846,1,[3],[6],[26],[3],1,3,0,2,1,7,6,1,2021-06-29
c_846,2,"[3, 1]","[6, 7]","[26, 6]","[3, 1]",1,3,0,0,1,5,6,3,2021-07-28
c_846,3,"[3, 1, 1]","[6, 7, 5]","[26, 6, 6]","[3, 1, 3]",1,3,0,3,6,2,5,1,2021-10-13
c_846,4,"[3, 1, 1, 6]","[6, 7, 5, 2]","[26, 6, 6, 5]","[3, 1, 3, 1]",1,3,0,0,6,5,5,2,2021-11-01
c_846,5,"[3, 1, 1, 6, 6]","[6, 7, 5, 2, 5]","[26, 6, 6, 5, 5]","[3, 1, 3, 1, 2]",1,3,0,3,1,5,7,2,2022-01-29
c_846,6,"[3, 1, 1, 6, 6, 1]","[6, 7, 5, 2, 5, 5]","[26, 6, 6, 5, 5, 7]","[3, 1, 3, 1, 2, 2]",1,3,0,2,1,3,6,2,2022-04-10
c_846,7,"[3, 1, 1, 6, 6, 1, 1]","[6, 7, 5, 2, 5, 5, 3]","[26, 6, 6, 5, 5, 7, 6]","[3, 1, 3, 1, 2, 2, 2]",1,3,0,2,4,1,6,2,2022-04-25
c_847,1,[5],[2],[4],[1],0,2,2,2,1,7,5,3,2021-05-28
c_847,2,"[5, 1]","[2, 7]","[4, 5]","[1, 3]",0,2,2,2,6,7,4,2,2021-08-17
c_849,1,[2],[8],[7],[2],0,4,2,0,4,1,6,1,2021-12-06
c_849,2,"[2, 4]","[8, 1]","[7, 6]","[2, 1]",0,4,2,0,3,6,25,2,2021-12-07
c_849,3,"[2, 4, 3]","[8, 1, 6]","[7, 6, 25]","[2, 1, 2]",0,4,2,2,6,2,6,3,2021-12-14
c_849,4,"[2, 4, 3, 6]","[8, 1, 6, 2]","[7, 6, 25, 6]","[2, 1, 2, 3]",0,4,2,0,6,2,6,3,2022-01-11
c_852,1,[3],[7],[12],[3],0,3,2,2,1,3,3,2,2022-04-20
c_852,2,"[3, 1]","[7, 3]","[12, 3]","[3, 2]",0,3,2,3,6,7,3,1,2022-06-28
c_852,3,"[3, 1, 6]","[7, 3, 7]","[12, 3, 3]","[3, 2, 1]",0,3,2,0,2,8,3,3,2022-07-18
c_852,4,"[3, 1, 6, 2]","[7, 3, 7, 8]","[12, 3, 3, 3]","[3, 2, 1, 3]",0,3,2,0,6,7,3,2,2022-09-18
c_852,5,"[3, 1, 6, 2, 6]","[7, 3, 7, 8, 7]","[12, 3, 3, 3, 3]","[3, 2, 1, 3, 2]",0,3,2,2,1,7,4,1,2022-11-10
c_853,1,[2],[5],[3],[3],1,3,1,0,5,2,3,3,2022-03-01
c_854,1,[1],[7],[6],[1],0,4,0,2,5,7,6,1,2021-07-31
c_855,1,[4],[8],[5],[3],2,3,0,2,1,5,5,1,2022-01-28
c_855,2,"[4, 1]","[8, 5]","[5, 5]","[3, 1]",2,3,0,0,3,4,22,3,2022-03-25
c_855,3,"[4, 1, 3]","[8, 5, 4]","[5, 5, 22]","[3, 1, 3]",2,3,0,2,1,6,5,2,2022-06-06
c_855,4,"[4, 1, 3, 1]","[8, 5, 4, 6]","[5, 5, 22, 5]","[3, 1, 3, 2]",2,3,0,0,1,6,4,2,2022-07-23
c_856,1,[6],[2],[5],[3],2,1,0,1,5,7,5,2,2021-07-31
c_856,2,"[6, 5]","[2, 7]","[5, 5]","[3, 2]",2,1,0,1,3,4,20,1,2021-08-20
c_856,3,"[6, 5, 3]","[2, 7, 4]","[5, 5, 20]","[3, 2, 1]",2,1,0,1,3,7,20,3,2021-11-17
c_856,4,"[6, 5, 3, 3]","[2, 7, 4, 7]","[5, 5, 20, 20]","[3, 2, 1, 3]",2,1,0,0,5,5,5,1,2021-12-01
c_856,5,"[6, 5, 3, 3, 5]","[2, 7, 4, 7, 5]","[5, 5, 20, 20, 5]","[3, 2, 1, 3, 1]",2,1,0,2,4,7,6,2,2022-01-15
c_858,1,[3],[6],[17],[2],0,0,1,2,2,3,5,3,2022-02-03
c_858,2,"[3, 2]","[6, 3]","[17, 5]","[2, 3]",0,0,1,1,3,7,18,1,2022-03-25
c_860,1,[1],[6],[7],[1],1,6,2,0,6,7,5,3,2021-09-18
c_860,2,"[1, 6]","[6, 7]","[7, 5]","[1, 3]",1,6,2,3,1,6,6,2,2021-10-18
c_860,3,"[1, 6, 1]","[6, 7, 6]","[7, 5, 6]","[1, 3, 2]",1,6,2,2,3,6,24,2,2022-01-14
c_860,4,"[1, 6, 1, 3]","[6, 7, 6, 6]","[7, 5, 6, 24]","[1, 3, 2, 2]",1,6,2,2,4,7,6,1,2022-03-01
c_860,5,"[1, 6, 1, 3, 4]","[6, 7, 6, 6, 7]","[7, 5, 6, 24, 6]","[1, 3, 2, 2, 1]",1,6,2,0,3,7,24,1,2022-03-07
c_861,1,[3],[7],[10],[2],1,3,0,0,4,7,1,2,2021-09-24
c_861,2,"[3, 4]","[7, 7]","[10, 1]","[2, 2]",1,3,0,1,3,4,11,2,2021-11-14
c_861,3,"[3, 4, 3]","[7, 7, 4]","[10, 1, 11]","[2, 2, 2]",1,3,0,2,2,8,3,2,2021-12-13
c_861,4,"[3, 4, 3, 2]","[7, 7, 4, 8]","[10, 1, 11, 3]","[2, 2, 2, 2]",1,3,0,1,1,5,2,2,2021-12-25
c_861,5,"[3, 4, 3, 2, 1]","[7, 7, 4, 8, 5]","[10, 1, 11, 3, 2]","[2, 2, 2, 2, 2]",1,3,0,0,4,7,2,2,2022-01-03
c_862,1,[6],[2],[5],[1],2,2,3,3,6,7,4,2,2022-01-29
c_862,2,"[6, 6]","[2, 7]","[5, 4]","[1, 2]",2,2,3,1,6,2,5,2,2022-04-28
c_862,3,"[6, 6, 6]","[2, 7, 2]","[5, 4, 5]","[1, 2, 2]",2,2,3,1,6,5,5,1,2022-07-26
c_862,4,"[6, 6, 6, 6]","[2, 7, 2, 5]","[5, 4, 5, 5]","[1, 2, 2, 1]",2,2,3,1,1,5,5,1,2022-10-19
c_862,5,"[6, 6, 6, 6, 1]","[2, 7, 2, 5, 5]","[5, 4, 5, 5, 5]","[1, 2, 2, 1, 1]",2,2,3,3,2,5,3,1,2022-11-29
c_865,1,[2],[3],[6],[1],1,3,2,0,6,5,6,1,2021-09-12
c_865,2,"[2, 6]","[3, 5]","[6, 6]","[1, 1]",1,3,2,3,4,7,6,3,2021-11-01
c_865,3,"[2, 6, 4]","[3, 5, 7]","[6, 6, 6]","[1, 1, 3]",1,3,2,0,6,2,5,3,2022-01-09
c_865,4,"[2, 6, 4, 6]","[3, 5, 7, 2]","[6, 6, 6, 5]","[1, 1, 3, 3]",1,3,2,0,5,2,6,2,2022-03-24
c_865,5,"[2, 6, 4, 6, 5]","[3, 5, 7, 2, 2]","[6, 6, 6, 5, 6]","[1, 1, 3, 3, 2]",1,3,2,0,6,5,6,3,2022-05-11
c_865,6,"[2, 6, 4, 6, 5, 6]","[3, 5, 7, 2, 2, 5]","[6, 6, 6, 5, 6, 6]","[1, 1, 3, 3, 2, 3]",1,3,2,1,1,5,6,3,2022-06-02
c_866,1,[3],[6],[26],[2],1,1,0,1,2,3,7,3,2021-12-23
c_867,1,[6],[5],[5],[2],1,3,3,1,2,5,5,2,2021-12-11
c_867,2,"[6, 2]","[5, 5]","[5, 5]","[2, 2]",1,3,3,0,4,8,4,3,2022-01-24
c_869,1,[5],[2],[4],[2],1,3,2,2,6,7,4,2,2021-05-19
c_869,2,"[5, 6]","[2, 7]","[4, 4]","[2, 2]",1,3,2,0,1,6,3,2,2021-06-02
c_869,3,"[5, 6, 1]","[2, 7, 6]","[4, 4, 3]","[2, 2, 2]",1,3,2,0,5,2,3,2,2021-08-06
c_870,1,[1],[7],[4],[1],2,2,2,0,1,5,4,2,2021-11-24
c_870,2,"[1, 1]","[7, 5]","[4, 4]","[1, 2]",2,2,2,2,4,1,5,1,2022-02-10
c_870,3,"[1, 1, 4]","[7, 5, 1]","[4, 4, 5]","[1, 2, 1]",2,2,2,2,6,7,4,2,2022-03-08
c_870,4,"[1, 1, 4, 6]","[7, 5, 1, 7]","[4, 4, 5, 4]","[1, 2, 1, 2]",2,2,2,2,6,2,4,1,2022-04-07
c_872,1,[4],[7],[5],[3],0,3,1,1,5,2,4,2,2021-11-07
c_872,2,"[4, 5]","[7, 2]","[5, 4]","[3, 2]",0,3,1,2,1,7,4,3,2021-12-14
c_872,3,"[4, 5, 1]","[7, 2, 7]","[5, 4, 4]","[3, 2, 3]",0,3,1,1,3,6,15,3,2022-02-01
c_876,1,[4],[8],[4],[3],1,3,3,1,4,1,4,2,2021-07-03
c_876,2,"[4, 4]","[8, 1]","[4, 4]","[3, 2]",1,3,3,2,5,2,4,2,2021-08-31
c_876,3,"[4, 4, 5]","[8, 1, 2]","[4, 4, 4]","[3, 2, 2]",1,3,3,3,4,7,3,2,2021-10-20
c_876,4,"[4, 4, 5, 4]","[8, 1, 2, 7]","[4, 4, 4, 3]","[3, 2, 2, 2]",1,3,3,2,6,2,5,3,2022-01-07
c_876,5,"[4, 4, 5, 4, 6]","[8, 1, 2, 7, 2]","[4, 4, 4, 3, 5]","[3, 2, 2, 2, 3]",1,3,3,3,4,8,4,3,2022-01-25
c_876,6,"[4, 4, 5, 4, 6, 4]","[8, 1, 2, 7, 2, 8]","[4, 4, 4, 3, 5, 4]","[3, 2, 2, 2, 3, 3]",1,3,3,1,2,7,4,3,2022-02-28
c_879,1,[2],[7],[5],[2],1,4,2,2,4,1,6,3,2022-02-19
c_879,2,"[2, 4]","[7, 1]","[5, 6]","[2, 3]",1,4,2,1,4,1,5,3,2022-05-09
c_879,3,"[2, 4, 4]","[7, 1, 1]","[5, 6, 5]","[2, 3, 3]",1,4,2,2,2,3,5,1,2022-06-02
c_88,1,[4],[1],[4],[2],1,3,3,2,2,8,5,1,2021-04-30
c_88,2,"[4, 2]","[1, 8]","[4, 5]","[2, 1]",1,3,3,2,3,7,18,3,2021-05-28
c_88,3,"[4, 2, 3]","[1, 8, 7]","[4, 5, 18]","[2, 1, 3]",1,3,3,0,5,5,3,2,2021-08-13
c_88,4,"[4, 2, 3, 5]","[1, 8, 7, 5]","[4, 5, 18, 3]","[2, 1, 3, 2]",1,3,3,2,4,7,4,3,2021-09-29
c_88,5,"[4, 2, 3, 5, 4]","[1, 8, 7, 5, 7]","[4, 5, 18, 3, 4]","[2, 1, 3, 2, 3]",1,3,3,0,4,7,4,1,2021-11-21
c_88,6,"[4, 2, 3, 5, 4, 4]","[1, 8, 7, 5, 7, 7]","[4, 5, 18, 3, 4, 4]","[2, 1, 3, 2, 3, 1]",1,3,3,0,5,7,3,2,2021-11-23
c_88,7,"[4, 2, 3, 5, 4, 4, 5]","[1, 8, 7, 5, 7, 7, 7]","[4, 5, 18, 3, 4, 4, 3]","[2, 1, 3, 2, 3, 1, 2]",1,3,3,2,6,7,5,2,2022-01-14
c_880,1,[4],[1],[5],[3],1,1,2,2,4,1,4,3,2021-09-21
c_880,2,"[4, 4]","[1, 1]","[5, 4]","[3, 3]",1,1,2,0,1,7,4,3,2021-10-24
c_880,3,"[4, 4, 1]","[1, 1, 7]","[5, 4, 4]","[3, 3, 3]",1,1,2,2,1,5,4,3,2021-11-13
c_881,1,[5],[2],[4],[3],0,5,1,1,1,5,4,3,2021-08-03
c_881,2,"[5, 1]","[2, 5]","[4, 4]","[3, 3]",0,5,1,2,4,7,5,3,2021-09-29
c_881,3,"[5, 1, 4]","[2, 5, 7]","[4, 4, 5]","[3, 3, 3]",0,5,1,0,2,7,3,1,2021-10-18
c_882,1,[2],[5],[4],[3],0,2,1,0,6,2,4,2,2022-01-01
c_882,2,"[2, 6]","[5, 2]","[4, 4]","[3, 2]",0,2,1,2,6,2,5,2,2022-02-16
c_882,3,"[2, 6, 6]","[5, 2, 2]","[4, 4, 5]","[3, 2, 2]",0,2,1,0,4,7,4,1,2022-02-17
c_883,1,[2],[5],[7],[1],2,1,2,1,6,2,7,1,2021-10-18
c_883,2,"[2, 6]","[5, 2]","[7, 7]","[1, 1]",2,1,2,3,3,4,27,1,2021-12-24
c_883,3,"[2, 6, 3]","[5, 2, 4]","[7, 7, 27]","[1, 1, 1]",2,1,2,2,5,7,7,3,2022-02-27
c_883,4,"[2, 6, 3, 5]","[5, 2, 4, 7]","[7, 7, 27, 7]","[1, 1, 1, 3]",2,1,2,2,5,7,7,1,2022-03-28
c_883,5,"[2, 6, 3, 5, 5]","[5, 2, 4, 7, 7]","[7, 7, 27, 7, 7]","[1, 1, 1, 3, 1]",2,1,2,0,2,5,6,2,2022-05-22
c_883,6,"[2, 6, 3, 5, 5, 2]","[5, 2, 4, 7, 7, 5]","[7, 7, 27, 7, 7, 6]","[1, 1, 1, 3, 1, 2]",2,1,2,0,1,5,7,3,2022-08-13
c_883,7,"[2, 6, 3, 5, 5, 2, 1]","[5, 2, 4, 7, 7, 5, 5]","[7, 7, 27, 7, 7, 6, 7]","[1, 1, 1, 3, 1, 2, 3]",2,1,2,2,4,7,7,2,2022-10-19
c_884,1,[4],[8],[3],[3],0,4,3,0,2,5,1,2,2022-02-11
c_884,2,"[4, 2]","[8, 5]","[3, 1]","[3, 2]",0,4,3,0,4,1,2,2,2022-04-20
c_884,3,"[4, 2, 4]","[8, 5, 1]","[3, 1, 2]","[3, 2, 2]",0,4,3,1,5,5,2,2,2022-04-23
c_884,4,"[4, 2, 4, 5]","[8, 5, 1, 5]","[3, 1, 2, 2]","[3, 2, 2, 2]",0,4,3,3,6,2,2,1,2022-06-19
c_884,5,"[4, 2, 4, 5, 6]","[8, 5, 1, 5, 2]","[3, 1, 2, 2, 2]","[3, 2, 2, 2, 1]",0,4,3,3,4,7,2,1,2022-07-13
c_885,1,[3],[7],[23],[1],0,3,2,0,1,6,6,1,2021-07-05
c_885,2,"[3, 1]","[7, 6]","[23, 6]","[1, 1]",0,3,2,2,1,5,6,1,2021-09-14
c_885,3,"[3, 1, 1]","[7, 6, 5]","[23, 6, 6]","[1, 1, 1]",0,3,2,2,4,1,6,1,2021-11-15
c_885,4,"[3, 1, 1, 4]","[7, 6, 5, 1]","[23, 6, 6, 6]","[1, 1, 1, 1]",0,3,2,0,3,4,24,1,2022-02-02
c_885,5,"[3, 1, 1, 4, 3]","[7, 6, 5, 1, 4]","[23, 6, 6, 6, 24]","[1, 1, 1, 1, 1]",0,3,2,0,3,6,24,3,2022-02-16
c_885,6,"[3, 1, 1, 4, 3, 3]","[7, 6, 5, 1, 4, 6]","[23, 6, 6, 6, 24, 24]","[1, 1, 1, 1, 1, 3]",0,3,2,0,1,6,6,1,2022-05-08
c_885,7,"[3, 1, 1, 4, 3, 3, 1]","[7, 6, 5, 1, 4, 6, 6]","[23, 6, 6, 6, 24, 24, 6]","[1, 1, 1, 1, 1, 3, 1]",0,3,2,2,2,3,7,3,2022-05-29
c_886,1,[1],[7],[7],[1],0,1,0,0,6,5,7,3,2021-06-17
c_886,2,"[1, 6]","[7, 5]","[7, 7]","[1, 3]",0,1,0,2,2,5,6,1,2021-08-05
